"Blooket
Import Template",,,,,,,
293,"If violins are NOT happy, then apples are NOT xenophobic.

What is the converse?","If apples are NOT xenophobic, then violins are happy.","If apples are NOT xenophobic, then violins are NOT happy.","If apples are xenophobic, then violins are happy.","If violins are happy, then apples are xenophobic.",30,2
294,"If kangaroos are NOT dangerous, then zebras are NOT zombies.

What is the converse?","If kangaroos are dangerous, then zebras are zombies.","If zebras are zombies, then kangaroos are NOT dangerous.","If zebras are NOT zombies, then kangaroos are NOT dangerous.","If zebras are zombies, then kangaroos are dangerous.",30,3
295,"If mice are NOT enigmatic, then llamas are NOT xenophobic.

What is the converse?","If llamas are xenophobic, then mice are enigmatic.","If mice are enigmatic, then llamas are xenophobic.","If llamas are NOT xenophobic, then mice are NOT enigmatic.","If mice are NOT enigmatic, then llamas are xenophobic.",30,3
296,"If hawks are NOT nice, then mice are NOT green.

What is the converse?","If hawks are nice, then mice are NOT green.","If mice are NOT green, then hawks are NOT nice.","If hawks are nice, then mice are green.","If mice are green, then hawks are nice.",30,2
297,"If tulips are outgoing, then owls are indigo.

What is the converse?","If owls are indigo, then tulips are outgoing.","If tulips are NOT outgoing, then owls are NOT indigo.","If owls are NOT indigo, then tulips are NOT outgoing.","If owls are indigo, then tulips are NOT outgoing.",30,1
298,"If cats are nice, then mice are lame.

What is the inverse?","If mice are NOT lame, then cats are nice.","If cats are NOT nice, then mice are NOT lame.","If mice are NOT lame, then cats are NOT nice.","If mice are lame, then cats are nice.",30,2
299,"If cats are jealous, then whales are sly.

What is the converse?","If cats are jealous, then whales are NOT sly.","If whales are sly, then cats are jealous.","If whales are NOT sly, then cats are NOT jealous.","If cats are NOT jealous, then whales are NOT sly.",30,2
300,"If snakes are lame, then umbrellas are zombies.

What is the contrapositive?","If umbrellas are NOT zombies, then snakes are lame.","If snakes are NOT lame, then umbrellas are NOT zombies.","If umbrellas are NOT zombies, then snakes are NOT lame.","If umbrellas are zombies, then snakes are lame.",30,3
301,"If mice are dangerous, then xylophones are happy.

What is the contrapositive?","If xylophones are happy, then mice are NOT dangerous.","If mice are NOT dangerous, then xylophones are NOT happy.","If xylophones are NOT happy, then mice are NOT dangerous.","If xylophones are happy, then mice are dangerous.",30,3
302,"If narwhals are green, then ponies are dangerous.

What is the contrapositive?","If ponies are NOT dangerous, then narwhals are green.","If ponies are NOT dangerous, then narwhals are NOT green.","If narwhals are NOT green, then ponies are NOT dangerous.","If ponies are dangerous, then narwhals are green.",30,2
303,"If kangaroos are NOT enigmatic, then whales are NOT violent.

What is the contrapositive?","If whales are NOT violent, then kangaroos are NOT enigmatic.","If kangaroos are NOT enigmatic, then whales are violent.","If whales are violent, then kangaroos are enigmatic.","If kangaroos are enigmatic, then whales are violent.",30,3
304,"If snakes are dangerous, then xylophones are NOT pious.

What is the contrapositive?","If xylophones are NOT pious, then snakes are NOT dangerous.","If xylophones are pious, then snakes are NOT dangerous.","If xylophones are NOT pious, then snakes are dangerous.","If snakes are NOT dangerous, then xylophones are pious.",30,2
305,"If snakes are NOT outgoing, then bugs are enigmatic.

What is the converse?","If bugs are enigmatic, then snakes are NOT outgoing.","If bugs are NOT enigmatic, then snakes are outgoing.","If bugs are NOT enigmatic, then snakes are NOT outgoing.","If snakes are outgoing, then bugs are NOT enigmatic.",30,1
306,"If dogs are transient, then xylophones are NOT queens.

What is the converse?","If dogs are transient, then xylophones are queens.","If xylophones are queens, then dogs are NOT transient.","If xylophones are NOT queens, then dogs are transient.","If dogs are NOT transient, then xylophones are queens.",30,3
307,"If ponies are NOT weak, then kangaroos are killers.

What is the converse?","If kangaroos are killers, then ponies are NOT weak.","If kangaroos are NOT killers, then ponies are NOT weak.","If kangaroos are NOT killers, then ponies are weak.","If ponies are weak, then kangaroos are NOT killers.",30,1
308,"If whales are NOT jealous, then quokkas are enigmatic.

What is the contrapositive?","If whales are jealous, then quokkas are NOT enigmatic.","If whales are jealous, then quokkas are enigmatic.","If quokkas are NOT enigmatic, then whales are jealous.","If quokkas are enigmatic, then whales are NOT jealous.",30,3
309,"If umbrellas are NOT furious, then narwhals are NOT transient.

What is the converse?","If narwhals are transient, then umbrellas are furious.","If narwhals are transient, then umbrellas are NOT furious.","If umbrellas are furious, then narwhals are transient.","If narwhals are NOT transient, then umbrellas are NOT furious.",30,4
310,"If whales are menacing, then apples are queens.

What is the converse?","If whales are NOT menacing, then apples are NOT queens.","If apples are NOT queens, then whales are menacing.","If apples are queens, then whales are menacing.","If apples are NOT queens, then whales are NOT menacing.",30,3
311,"If apples are red, then umbrellas are NOT dangerous.

What is the converse?","If apples are NOT red, then umbrellas are dangerous.","If umbrellas are NOT dangerous, then apples are red.","If umbrellas are dangerous, then apples are red.","If umbrellas are dangerous, then apples are NOT red.",30,2
312,"If quokkas are transient, then insects are awesome.

What is the contrapositive?","If insects are awesome, then quokkas are transient.","If quokkas are transient, then insects are NOT awesome.","If quokkas are NOT transient, then insects are NOT awesome.","If insects are NOT awesome, then quokkas are NOT transient.",30,4
313,"If insects are curious, then violins are NOT red.

What is the inverse?","If violins are NOT red, then insects are curious.","If insects are NOT curious, then violins are NOT red.","If insects are NOT curious, then violins are red.","If violins are red, then insects are NOT curious.",30,3
314,"If tulips are NOT weak, then hawks are NOT yellow.

What is the converse?","If hawks are yellow, then tulips are weak.","If hawks are NOT yellow, then tulips are weak.","If hawks are NOT yellow, then tulips are NOT weak.","If tulips are weak, then hawks are yellow.",30,3
315,"If bugs are blue, then quokkas are NOT yellow.

What is the contrapositive?","If quokkas are NOT yellow, then bugs are blue.","If bugs are NOT blue, then quokkas are NOT yellow.","If bugs are NOT blue, then quokkas are yellow.","If quokkas are yellow, then bugs are NOT blue.",30,4
316,"If bugs are green, then tulips are dangerous.

What is the contrapositive?","If tulips are dangerous, then bugs are green.","If bugs are NOT green, then tulips are NOT dangerous.","If tulips are NOT dangerous, then bugs are NOT green.","If tulips are NOT dangerous, then bugs are green.",30,3
317,"If ponies are NOT weak, then mice are NOT dangerous.

What is the converse?","If ponies are weak, then mice are dangerous.","If mice are NOT dangerous, then ponies are NOT weak.","If mice are NOT dangerous, then ponies are weak.","If mice are dangerous, then ponies are weak.",30,2
318,"If elephants are happy, then snakes are yellow.

What is the inverse?","If snakes are NOT yellow, then elephants are NOT happy.","If snakes are yellow, then elephants are NOT happy.","If snakes are yellow, then elephants are happy.","If elephants are NOT happy, then snakes are NOT yellow.",30,4
319,"If snakes are NOT umpires, then llamas are NOT transient.

What is the contrapositive?","If llamas are NOT transient, then snakes are NOT umpires.","If snakes are umpires, then llamas are transient.","If llamas are transient, then snakes are NOT umpires.","If llamas are transient, then snakes are umpires.",30,4
320,"If mice are NOT sly, then flowers are NOT blue.

What is the inverse?","If flowers are blue, then mice are sly.","If flowers are NOT blue, then mice are NOT sly.","If mice are sly, then flowers are blue.","If mice are sly, then flowers are NOT blue.",30,3
321,"If hawks are curious, then kangaroos are NOT green.

What is the converse?","If kangaroos are green, then hawks are NOT curious.","If hawks are NOT curious, then kangaroos are green.","If kangaroos are green, then hawks are curious.","If kangaroos are NOT green, then hawks are curious.",30,4
322,"If dogs are NOT umpires, then snakes are NOT xenophobic.

What is the contrapositive?","If snakes are xenophobic, then dogs are umpires.","If snakes are NOT xenophobic, then dogs are umpires.","If dogs are umpires, then snakes are xenophobic.","If snakes are NOT xenophobic, then dogs are NOT umpires.",30,1
323,"If dogs are menacing, then tulips are NOT curious.

What is the inverse?","If dogs are NOT menacing, then tulips are curious.","If tulips are curious, then dogs are NOT menacing.","If tulips are NOT curious, then dogs are menacing.","If dogs are menacing, then tulips are curious.",30,1
324,"If hawks are NOT sly, then owls are NOT indigo.

What is the contrapositive?","If hawks are sly, then owls are indigo.","If owls are indigo, then hawks are sly.","If hawks are NOT sly, then owls are indigo.","If owls are NOT indigo, then hawks are NOT sly.",30,2
325,"If bugs are NOT pious, then llamas are awesome.

What is the converse?","If llamas are awesome, then bugs are NOT pious.","If llamas are NOT awesome, then bugs are NOT pious.","If llamas are NOT awesome, then bugs are pious.","If bugs are pious, then llamas are NOT awesome.",30,1
326,"If cats are NOT yellow, then quokkas are NOT jealous.

What is the inverse?","If quokkas are jealous, then cats are NOT yellow.","If quokkas are NOT jealous, then cats are NOT yellow.","If cats are yellow, then quokkas are jealous.","If quokkas are jealous, then cats are yellow.",30,3
327,"If violins are NOT happy, then elephants are NOT lame.

What is the inverse?","If elephants are lame, then violins are happy.","If elephants are NOT lame, then violins are NOT happy.","If violins are happy, then elephants are lame.","If violins are NOT happy, then elephants are lame.",30,3
